TQ,NDI,C,RDP,DPQ,OU,DFT,DFO
5,746,3,100,3,3,423,296
2,1484,2,178,3,4,831,748
5,874,4,30,3,3,452,316
3,1493,5,154,3,1,1153,148
4,1223,2,6,3,3,1105,86
3,1910,5,121,3,2,1422,305
4,302,2,22,4,4,291,29
4,1455,3,39,3,5,1342,136
4,1652,4,110,3,4,1584,160
2,589,2,181,4,2,384,192
2,2096,5,3,3,3,1048,737
4,85,3,42,3,4,114,11
2,903,4,138,3,1,520,156
2,179,4,150,3,5,164,49
2,2544,3,94,3,4,1322,1184
2,752,2,94,4,1,422,127
3,2870,3,86,3,5,2076,262
3,1391,3,169,4,1,1090,141
3,132,3,99,4,2,161,35
3,1904,4,78,2,2,1389,296
1,1948,4,66,3,3,606,983
2,371,3,806,3,3,590,410
2,772,3,121,2,2,446,222
2,140,3,276,3,2,207,104
3,384,2,72,3,4,318,124
4,1638,2,104,4,4,1567,157
4,611,4,37,2,1,582,19
3,136,4,6,3,5,99,12
4,2888,4,49,3,1,2641,88
3,406,4,52,4,2,320,68
2,89,4,204,2,3,146,102
3,2908,4,12,3,1,2049,261
3,2998,4,241,2,1,2270,290
3,2102,4,17,2,1,1483,191
3,2754,2,27,3,5,1949,250
4,1184,4,83,3,1,1140,38
2,988,3,136,3,2,559,283
3,197,3,8,3,5,143,31
4,514,1,78,3,2,532,30
2,1633,3,23,3,5,826,414
2,579,3,8,4,1,294,87
2,63,2,3,3,1,33,9
3,745,2,115,3,4,602,232
3,123,3,137,3,5,182,70
3,140,4,28,3,1,117,15
4,520,5,122,3,1,577,19
3,22,3,438,3,5,321,41
3,26,3,159,2,2,129,28
2,61,1,4,3,1,32,9
3,2191,5,40,3,2,1564,333
3,2599,5,36,4,2,1851,392
4,2797,3,760,3,3,3200,249
3,575,3,23,4,2,418,90
1,107,2,79,3,1,55,39
2,818,3,14,2,3,415,292
1,2293,4,129,2,3,726,1186
2,914,1,146,3,1,530,158
4,1081,3,12,4,1,984,32
4,323,4,56,4,4,340,35
3,229,5,245,4,3,331,100
2,866,2,138,3,5,503,351
2,1776,3,57,3,1,917,274
4,832,3,101,4,3,838,66
3,148,4,1,3,3,104,31
4,17,2,73,4,4,80,8
3,2290,3,83,3,5,1658,643
3,2935,3,11,3,1,2061,264
1,79,2,114,3,5,58,40
2,586,4,192,3,4,389,349
2,111,2,61,4,3,85,61
4,839,3,95,3,5,841,65
3,2188,4,485,3,4,1876,718
4,99,3,248,3,4,311,32
4,816,1,61,3,1,789,26
4,2675,3,19,3,1,2421,82
2,268,4,557,4,5,411,124
5,18,2,40,3,1,28,8
4,82,5,64,2,1,131,4
2,2822,5,196,3,5,1511,452
5,63,1,39,3,5,51,15
2,285,4,175,4,1,229,69
4,411,3,44,2,1,409,13
4,1979,2,64,3,5,1841,60
3,127,3,18,3,2,101,22
4,2972,5,17,3,1,2687,90
4,2883,4,249,2,2,2821,155
4,150,5,126,2,2,248,14
3,2964,3,213,3,3,2226,666
4,321,5,137,3,5,411,32
2,30,1,4,4,3,17,11
3,252,3,12,3,5,184,55
3,328,4,74,3,2,280,61
3,2885,5,10,4,3,2030,604
4,2887,5,415,3,3,2971,232
3,155,4,69,2,1,156,20
3,845,2,145,4,4,693,267
4,2806,5,69,3,3,2585,203
4,2991,4,110,2,4,2786,283
2,1072,5,47,2,4,558,504
2,333,1,358,3,2,345,173
4,179,1,134,2,4,280,29
4,55,4,11,4,3,59,4
2,273,4,613,5,4,442,399
4,90,4,10,2,3,89,7
2,2455,1,3,5,1,1232,367
4,2894,3,74,3,3,2668,210
4,1064,3,72,3,3,1022,79
2,246,3,44,2,1,144,43
1,170,5,45,3,1,64,45
4,433,2,146,4,2,521,29
3,494,3,67,4,3,392,118
4,1297,3,29,3,3,1197,90
3,697,1,28,3,4,507,196
3,97,3,26,4,3,86,25
3,168,5,187,2,2,247,53
3,2842,4,57,3,5,2026,437
2,25,1,157,2,3,91,63
2,911,3,75,3,3,492,346
5,124,3,3,3,1,63,19
2,2808,2,244,4,2,1526,766
5,543,1,40,3,3,291,203
5,925,5,661,3,4,791,715
3,2289,4,63,3,2,1645,353
3,102,5,677,4,2,544,117
3,505,2,120,3,2,436,94
4,634,3,216,3,4,765,76
2,276,2,21,4,5,148,134
4,2422,4,116,2,4,2285,227
2,2970,5,1,2,2,1486,742
3,1417,4,528,2,4,1363,524
3,785,1,45,3,5,580,224
2,2836,1,87,3,3,1456,1025
2,9,1,97,3,2,53,26
2,831,2,47,4,3,438,308
2,575,4,250,2,4,413,370
2,2832,3,9,3,3,1423,992
2,2951,4,120,3,2,1538,767
3,1165,3,291,3,2,1018,218
1,253,1,226,3,2,143,167
3,119,4,141,3,5,181,39
3,2028,3,123,3,2,1503,323
3,526,3,54,3,2,404,88
5,61,5,11,3,5,50,10
3,1401,2,48,3,4,1014,392
3,2591,4,111,2,5,1889,730
5,69,4,131,3,4,139,55
2,58,4,27,4,4,42,38
4,444,5,24,3,1,421,14
2,1726,2,45,4,5,887,266
4,156,3,247,2,4,362,36
3,151,2,80,3,4,161,63
4,1045,2,14,3,3,952,75
1,2792,4,185,4,3,890,1463
2,679,1,156,4,5,416,292
2,842,5,19,3,2,430,215
2,1523,4,19,3,1,772,230
4,1635,3,3,4,4,1472,149
4,1579,4,195,3,2,1597,88
2,0,5,50,3,2,24,12
3,2787,5,47,3,5,1980,426
2,1381,2,217,3,4,798,719
2,972,1,3,4,4,487,438
4,353,2,20,2,4,336,33
2,73,2,57,3,1,65,19
3,2512,4,41,2,1,1785,229
2,2392,4,102,4,5,1246,375
2,2826,2,49,3,2,1433,722
4,318,5,236,3,1,498,16
3,807,2,99,3,4,633,245
2,2082,4,257,2,5,1168,1053
2,1539,2,2,3,2,768,386
4,982,5,65,3,1,941,31
1,143,2,5,3,2,44,52
2,2443,5,58,3,5,1249,624
3,2877,1,53,3,4,2053,789
4,868,4,35,3,3,814,62
3,484,3,65,3,3,384,115
3,107,5,105,3,2,148,32
4,175,2,327,2,2,451,25
3,50,2,63,3,1,79,10
2,2333,3,119,2,1,1228,367
4,1937,1,375,4,3,2081,161
2,882,3,272,2,4,577,518
2,2772,1,114,4,2,1444,722
4,264,5,109,3,5,335,19
5,976,4,648,3,4,1462,146
4,819,2,39,3,1,771,26
1,2797,5,61,3,5,858,598
4,308,2,26,4,1,301,9
3,2990,4,187,4,3,2227,666
3,2314,4,416,3,5,1912,571
2,714,2,144,2,4,429,386
4,610,2,23,3,2,570,31
5,2395,1,141,4,4,2284,227
3,94,3,109,4,1,141,18
1,819,4,62,3,5,262,185
3,1909,1,35,4,3,1361,407
3,819,2,68,2,5,620,186
2,485,4,218,3,4,350,317
3,118,4,67,3,4,129,50
2,109,2,64,3,3,86,60
3,1517,3,174,3,4,1183,457
4,2286,4,184,4,3,2222,173
2,9,3,5,3,1,7,2
2,1960,3,360,3,3,1161,810
5,297,1,353,3,4,325,291
4,14,4,92,4,2,95,5
5,2974,3,38,4,4,2713,268
3,2376,2,99,4,2,1731,372
2,379,4,31,4,2,204,102
2,103,4,219,3,3,160,113
2,17,5,118,3,5,67,47
4,450,5,27,2,2,429,24
3,281,3,76,3,2,249,54
3,352,3,14,4,4,255,100
2,298,2,48,4,4,173,155
3,1259,3,225,3,3,1039,311
4,58,5,5,2,1,56,2
4,414,5,336,3,4,675,67
2,125,3,28,4,4,76,69
2,2968,5,28,3,1,1503,450
3,1473,1,79,3,5,1085,140
2,41,2,27,3,3,34,23
2,508,2,110,2,5,308,216
3,2734,3,16,3,2,1922,415
3,2592,2,11,3,2,1823,388
2,2129,2,240,3,1,1187,354
3,1716,4,219,3,2,1355,289
4,2417,4,329,3,4,2474,244
2,512,3,38,3,4,274,248
3,1059,2,134,4,2,834,179
2,216,2,74,4,3,145,101
4,2294,4,115,4,5,2167,168
3,54,4,46,4,2,70,14
2,2826,4,149,3,1,1487,447
3,2948,4,385,3,1,2332,298
3,1498,3,187,4,2,1182,251
1,985,4,244,3,4,369,774
4,330,3,28,3,1,322,10
3,201,1,224,2,2,297,64
3,373,4,0,3,5,261,55
4,359,4,144,3,2,452,25
4,111,4,95,2,3,185,14
2,2292,5,204,3,2,1248,623
3,102,2,93,4,1,136,17
4,1660,2,11,2,4,1501,152
1,2841,3,30,3,5,860,1809
2,1745,3,117,4,1,929,279
2,2977,4,13,3,1,1494,449
4,1144,2,25,3,2,1051,59
2,1954,5,33,4,1,992,296
3,765,2,18,4,2,546,118
1,1228,4,37,4,5,380,443
3,1066,2,27,2,1,760,99
1,2233,4,183,3,2,726,845
2,1510,2,38,2,5,774,385
4,1138,4,79,2,4,1096,109
1,2954,3,98,3,2,915,1069
3,483,4,22,2,5,354,75
4,108,3,82,3,4,171,17
3,996,5,27,4,2,715,153
2,2963,1,342,4,5,1657,822
2,140,4,94,3,5,116,59
2,2754,3,152,3,1,1450,435
2,2491,2,438,2,4,1467,1315
2,82,5,66,3,4,73,67
3,1955,4,7,4,4,1370,532
4,2454,4,21,3,2,2231,121
2,2401,3,105,3,3,1256,874
4,544,4,71,3,2,553,31
4,2432,5,245,3,2,2409,134
2,815,1,240,3,4,528,474
3,678,2,148,3,1,578,74
2,772,3,2,4,3,388,270
3,94,4,30,3,5,86,26
3,9,2,114,3,1,86,11
3,818,3,9,2,2,578,124
2,2163,2,304,4,4,1231,1113
3,861,2,142,3,1,701,90
3,753,4,17,3,4,538,208
4,2828,4,167,3,4,2690,274
4,674,4,64,3,3,662,53
4,812,4,127,2,4,846,83
4,2527,4,35,2,1,2306,76
2,906,2,48,2,2,475,239
1,565,3,27,3,4,177,372
3,313,2,3,4,3,221,66
2,2999,4,32,3,3,1514,1060
3,1347,4,35,4,3,967,290
4,1614,2,88,3,1,1531,51
2,888,4,112,3,3,499,350
3,433,2,5,4,4,306,118
5,2823,1,342,3,1,2210,286
3,45,4,20,3,3,45,14
3,1523,2,90,3,4,1128,435
5,13,2,561,3,2,401,86
5,1547,3,117,3,5,1165,249
4,232,5,32,3,2,237,13
3,164,4,6,2,4,119,45
4,104,4,142,3,5,221,22
3,37,3,93,2,5,91,35
3,103,3,271,4,5,261,101
2,2778,3,37,3,1,1415,420
1,1851,2,36,4,5,565,395
3,837,1,25,3,4,603,233
5,2071,4,108,3,3,1524,458
1,575,3,507,3,2,324,379
3,2986,4,74,2,5,2141,459
3,249,5,33,3,4,197,76
3,882,5,17,3,3,629,189
3,372,3,367,3,3,517,155
5,2486,5,470,3,1,2070,265
1,16,5,225,3,1,72,50
2,68,2,294,3,5,180,54
4,1846,3,609,3,1,2210,73
3,425,1,16,2,2,308,66
4,665,2,115,2,1,702,23
1,2746,5,0,4,3,819,1350
1,98,4,65,3,5,48,80
4,53,2,274,3,4,294,29
4,801,3,69,4,3,781,62
3,933,3,229,3,5,812,244
4,1858,4,621,3,1,2226,76
4,1596,2,42,3,3,1475,113
3,101,4,126,3,4,159,61
2,317,2,284,4,3,300,210
4,2829,3,52,3,4,2592,260
2,184,5,448,4,2,316,158
3,2788,4,102,3,1,2025,258
3,2937,4,200,4,4,2198,845
5,325,2,18,3,5,240,92
2,1788,3,197,4,1,993,296
3,337,3,15,3,2,246,53
3,1172,4,40,3,3,849,253
3,107,4,39,4,1,102,13
3,434,5,144,2,4,403,157
4,693,4,80,3,2,696,38
3,986,2,89,3,1,753,96
2,1908,3,39,3,3,972,682
2,56,2,138,2,5,96,68
1,1026,4,2,3,4,308,648
4,2344,4,18,4,3,2123,167
4,570,2,82,2,1,587,19
2,2528,3,134,3,2,1332,663
4,1148,2,181,3,5,1197,66
3,1396,3,230,3,3,1138,341
2,221,3,56,3,5,138,97
3,232,4,4,4,4,165,63
3,2851,4,222,4,5,2147,835
4,48,4,183,3,3,208,16
1,1869,3,0,4,4,558,1181
3,1051,2,49,2,2,769,165
2,829,3,43,3,5,438,217
4,2856,5,158,3,2,2708,152
3,2478,3,92,3,5,1803,382
2,1066,4,101,3,2,585,290
3,2681,4,73,3,5,1921,417
5,1475,5,52,2,3,1071,319
2,2921,2,7,2,3,1466,1022
2,2797,2,113,3,3,1456,1014
4,61,4,7,3,1,61,2
3,1034,3,547,4,1,1108,141
5,64,3,86,2,3,104,32
2,1801,2,1,3,1,901,269
1,662,2,139,3,2,241,279
3,2906,4,41,2,1,2060,267
5,114,3,70,3,5,128,16
3,2286,2,56,2,3,1639,492
3,28,2,26,3,1,37,5
2,1056,1,45,3,1,550,164
3,1988,4,26,4,5,1410,180
2,2878,2,124,3,4,1501,1351
3,104,3,14,3,4,82,32
4,71,3,6,3,2,69,4
4,701,2,198,3,5,807,46
4,2290,2,0,4,4,2058,208
4,1848,1,130,4,4,1779,179
3,1063,2,13,4,2,754,161
2,993,4,297,3,5,642,323
2,540,3,43,3,1,290,88
3,2851,3,530,3,5,2372,302
3,351,2,181,4,2,371,80
4,1818,2,10,2,5,1643,92
4,2407,5,10,4,2,2172,122
2,1346,3,10,3,3,674,478
4,538,5,39,2,5,519,40
2,2767,5,108,4,3,1439,1004
4,77,3,182,4,1,233,7
3,2836,3,213,3,3,2137,640
4,1484,3,225,4,3,1540,118
3,1910,4,16,2,3,1352,402
3,2809,2,39,4,3,1991,600
4,1469,3,377,3,4,1661,166
3,459,2,84,3,5,380,146
4,2776,1,1,3,1,2499,83
3,1311,5,399,3,5,1195,154
2,2807,5,993,3,2,1901,949
4,1393,3,87,3,5,1333,73
2,1254,2,13,4,2,634,317
2,2497,2,81,2,5,1290,643
3,957,1,77,3,4,723,280
4,1389,3,739,3,1,1916,63
2,529,2,341,2,2,434,217
4,2885,1,174,4,4,2754,274
4,2499,5,38,4,4,2283,228
2,178,5,257,3,1,217,65
4,829,3,33,3,1,776,25
3,192,2,66,3,5,180,23
4,242,3,83,3,4,292,29
2,488,4,71,3,1,279,83
3,2757,2,26,3,3,1951,582
4,16,3,215,4,2,207,11
4,2961,5,204,3,1,2851,93
4,25,5,77,4,3,91,7
3,1844,3,30,3,3,1314,392
4,105,4,105,3,3,188,15
2,1016,3,69,3,4,542,487
2,2736,2,71,3,2,1409,700
4,84,2,231,4,4,283,28
2,1965,1,858,3,4,1413,1268
2,1150,3,127,3,2,637,319
3,1819,1,348,4,3,1515,457
4,1584,2,62,2,4,1482,147
2,461,3,7,4,5,233,211
4,2517,2,84,2,5,2344,231
3,794,4,108,3,3,631,190
3,143,4,223,3,4,256,99
2,1153,3,127,3,2,639,320
3,788,3,20,3,1,565,73
4,736,3,28,4,4,687,69
3,100,2,43,2,2,100,21
5,964,3,5,3,2,679,145
4,471,1,61,3,3,479,37
3,1721,1,22,4,4,1218,472
3,684,5,117,3,4,560,216
3,1053,3,78,2,4,791,305
2,1748,4,285,4,3,1018,710
3,255,4,42,3,3,208,62
2,697,5,13,3,5,355,249
4,2330,3,101,3,5,2188,169
3,1944,4,35,3,3,1384,416
3,1773,2,41,3,1,1271,163
4,377,3,71,3,2,402,23
5,631,3,65,3,2,624,36
3,1359,4,46,3,4,983,379
2,2652,4,5,4,4,1332,1191
2,537,2,33,4,2,284,142
2,1693,2,71,3,3,884,614
4,114,2,160,2,1,245,8
3,231,2,27,3,3,181,53
3,1041,3,17,3,4,739,286
2,598,3,96,4,4,347,312
3,332,3,3,3,1,234,30
5,2971,5,235,3,1,2248,287
4,253,4,7,3,2,234,13
3,39,3,19,3,5,40,9
3,1303,4,163,3,5,1027,219
3,778,4,75,3,5,595,128
1,107,5,210,3,2,95,111
3,1673,2,47,3,4,1204,464
5,52,5,150,3,4,141,54
4,2754,5,17,3,4,2500,243
2,480,2,22,3,2,250,125
5,74,5,166,2,1,119,36
3,1818,4,8,3,2,1283,272
2,595,2,132,3,5,363,181
5,233,3,39,3,1,135,41
4,2416,1,101,4,1,2264,75
3,4,4,62,3,5,46,6
3,871,4,137,4,3,706,211
3,366,2,26,2,3,274,82
4,1222,4,62,3,2,1156,64
4,2301,3,7,3,2,2077,115
2,742,4,15,2,1,379,113
2,462,5,134,2,3,298,208
3,644,4,60,3,1,493,63
4,271,2,5,3,2,248,13
3,478,2,112,2,2,413,88
3,2842,3,9,2,5,1994,428
3,105,1,167,4,5,190,40
4,1971,4,96,3,4,1859,186
3,251,5,44,2,1,206,26
1,383,4,25,2,5,123,85
4,381,4,86,2,5,419,14
3,111,4,26,3,4,95,37
4,509,5,113,3,1,560,18
5,591,3,33,4,3,562,43
3,2,3,60,3,3,43,13
4,556,4,16,2,3,514,40
2,1129,2,36,3,1,583,174
5,646,4,47,3,4,346,312
5,375,2,361,3,2,368,184
4,2979,5,17,3,2,2697,149
4,1392,4,48,4,1,1295,43
4,82,3,65,2,1,132,4
3,750,3,61,3,2,568,121
3,2990,3,9,3,2,2098,450
4,1228,4,37,3,2,1137,64
2,600,4,8,3,3,303,213
4,547,3,109,3,3,590,46
5,2907,1,76,3,2,2686,148
2,2895,5,324,2,4,1610,1447
3,50,1,195,3,1,171,22
3,2116,3,34,2,2,1502,324
4,1138,3,83,4,1,1097,36
4,213,3,49,4,3,236,18
3,118,1,59,4,3,123,37
3,754,4,100,3,5,597,180
2,669,3,4,3,2,336,168
4,42,2,21,3,5,56,3
3,391,1,15,4,5,284,61
4,2539,4,416,4,3,2659,207
3,1880,2,221,3,4,1471,567
2,680,4,27,3,3,353,247
4,776,5,174,2,5,855,66
3,1327,5,83,3,3,985,297
3,2981,4,269,3,3,2276,680
5,7,3,106,2,1,79,10
2,1163,2,66,3,3,616,429
4,1952,1,7,3,1,1760,60
2,2654,2,58,3,5,1355,406
4,296,3,34,2,2,297,16
4,390,3,74,2,2,417,23
4,1267,2,450,2,4,1544,155
2,2345,3,63,3,5,1201,1086
2,94,4,57,3,3,75,53
3,1548,1,26,3,3,1100,331
3,1441,4,20,4,3,1022,307
4,630,5,10,4,2,576,32
5,2971,3,445,3,3,3069,242
3,2846,3,212,4,1,2139,275
4,1394,2,21,3,4,1274,127
2,359,3,134,3,3,247,172
4,49,2,7,3,2,50,2
3,1228,4,317,4,2,1082,231
4,814,4,0,3,2,731,41
4,69,3,114,2,3,164,13
2,1554,4,58,3,1,808,241
5,979,1,195,2,1,587,176
3,658,4,14,4,5,470,60
3,1365,2,101,3,5,1027,131
3,1329,4,1,3,1,932,119
4,2939,4,178,4,3,2802,220
4,342,3,31,3,3,336,25
3,20,5,220,3,5,167,51
3,956,1,203,3,5,811,243
3,2774,2,69,3,4,1989,769
3,840,2,32,3,1,611,78
4,1085,4,14,4,4,988,99
3,1598,3,53,2,2,1152,249
2,503,2,87,3,4,295,265
2,1527,2,89,4,1,810,241
2,1058,3,20,3,2,539,269
4,2165,4,148,3,1,2081,69
4,409,3,83,3,4,443,44
2,457,2,6,3,2,231,116
2,390,5,92,3,1,241,72
3,332,2,2,4,3,233,70
3,13,5,33,3,2,32,7
3,609,4,91,3,2,489,105
2,97,2,21,2,5,58,30
5,422,4,30,4,5,225,113
3,456,4,280,3,2,514,111
3,621,5,1,3,2,435,93
3,245,2,228,4,4,330,128
3,2882,3,34,3,5,2035,792
3,132,3,16,3,5,103,40
2,2938,2,18,3,5,1476,1329
4,2833,3,382,3,4,2892,290
2,16,5,39,3,5,27,25
3,1894,4,11,3,2,1334,285
3,119,5,701,3,1,572,74
2,91,3,135,2,1,113,33
2,278,2,72,3,2,174,88
3,1362,4,80,3,2,1008,216
3,2584,3,66,4,1,1860,236
2,1558,4,170,3,5,862,259
4,2996,2,228,3,1,2899,97
3,358,3,100,4,3,321,96
2,1605,5,58,3,1,829,249
2,818,2,139,3,2,477,240
3,2036,4,427,4,2,1724,370
2,1040,3,26,3,1,533,159
2,319,2,30,3,1,174,52
3,611,2,16,2,2,437,94
2,62,4,250,2,5,155,78
1,1683,1,61,3,3,522,853
4,2988,2,127,2,1,2809,92
2,2,3,147,3,1,74,22
5,1108,2,142,3,5,625,187
2,1956,3,17,3,2,984,493
5,240,3,25,3,4,132,119
4,1795,4,91,3,4,1695,171
3,2970,3,132,4,3,2172,650
2,300,2,178,3,1,238,71
4,2781,2,66,4,1,2564,85
4,1925,3,56,2,1,1780,60
3,267,3,23,2,1,202,26
2,1472,4,260,3,1,865,259
4,341,3,370,2,4,639,64
2,2991,2,38,4,1,1517,454
5,2897,2,49,3,2,1473,734
2,84,2,10,3,4,46,43
4,2808,2,5,3,4,2528,256
3,476,4,372,3,1,593,76
3,2911,3,426,3,4,2334,900
2,122,4,520,3,3,320,225
2,229,4,83,3,1,155,47
3,210,3,104,3,2,220,47
4,2908,4,105,3,3,2713,210
2,1167,3,84,3,4,624,564
2,2826,5,45,3,3,1434,1004
2,162,1,57,3,1,109,32
4,685,3,1,2,3,616,48
2,11,3,11,3,1,11,3
2,71,2,50,3,4,60,54
2,516,3,81,2,4,298,269
4,1661,3,321,2,3,1784,138
2,1871,4,42,4,5,955,671
2,103,4,216,3,1,159,47
4,766,4,38,3,1,722,24
3,2338,4,126,4,4,1727,663
3,2183,4,82,4,5,1584,612
3,569,4,100,3,3,468,140
2,309,1,36,3,4,172,155
3,98,2,285,3,2,268,57
5,1268,3,4,1,5,892,190
3,1796,3,368,4,2,1515,325
1,81,5,0,2,2,24,28
3,2975,4,27,3,2,2104,450
3,995,2,4,3,2,698,150
4,67,2,91,4,5,142,7
5,421,3,29,3,2,404,23
4,2472,3,12,4,3,2234,175
4,2227,2,3,4,4,2007,200
4,2388,4,10,4,1,2157,72
2,2934,1,321,3,2,1626,812
1,2886,4,98,2,3,894,1464
2,352,2,3,3,5,177,124
3,55,2,110,4,5,115,35
4,636,2,37,3,5,605,47
3,1152,3,19,3,5,820,245
3,2844,2,37,2,1,2020,259
3,2135,4,60,3,5,1538,197
3,484,4,34,3,3,362,109
1,1025,2,366,3,5,416,683
5,1080,4,22,4,2,329,386
2,833,4,14,3,2,422,213
4,2370,2,90,3,5,2214,122
3,74,3,12,2,3,60,18
3,672,4,242,3,5,640,192
4,30,4,195,4,1,202,6
4,2371,3,112,3,2,2235,124
3,1516,1,251,4,1,1237,159
1,2959,5,109,4,2,916,1078
4,1714,4,254,3,5,1772,97
4,419,4,63,3,3,434,33
4,1234,4,30,3,3,1135,90
3,26,2,23,3,5,34,10
3,119,3,74,3,3,135,40
5,215,2,49,2,3,184,55
3,2955,2,20,3,5,2086,621
4,698,2,78,3,2,698,39
2,1496,2,120,3,5,809,404
2,636,4,26,3,5,330,165
3,874,5,17,3,2,623,134
2,2867,3,8,3,4,1442,1289
2,137,4,74,2,3,105,74
3,1978,5,211,3,4,1533,590
3,3000,4,49,3,4,2131,826
2,36,4,218,3,1,126,38
2,59,3,85,3,3,71,51
3,754,2,20,4,5,541,163
2,2031,5,221,4,1,1128,338
2,488,2,47,2,4,267,241
2,308,5,460,4,5,384,345
3,227,1,267,3,2,346,74
3,107,4,93,3,4,139,54
2,1050,2,120,3,2,585,292
3,1236,5,70,2,2,915,195
2,1742,1,0,4,4,871,783
4,750,4,2,3,5,676,68
5,489,4,13,3,4,452,45
5,1921,5,163,3,3,1879,143
5,1419,1,100,4,3,1364,107
5,1042,4,97,3,2,1024,57
4,816,3,25,2,2,756,42
3,525,5,76,3,5,420,90
2,2909,5,12,3,2,1458,733
2,10,1,57,4,3,33,23
4,2903,4,54,3,3,2667,202
4,848,3,77,3,4,832,83
2,286,2,25,3,2,155,78
3,2992,2,117,3,2,2174,467
5,43,4,16,3,4,41,16
2,302,3,51,3,4,176,159
2,107,2,14,2,4,60,54
4,835,2,111,3,1,849,29
3,2934,4,447,3,5,2365,304
3,319,2,40,3,2,251,53
4,2900,5,48,3,4,2651,267
4,1334,2,175,2,3,1357,106
1,2821,1,537,4,1,1003,710
3,359,3,99,3,4,320,124
2,35,2,90,3,1,62,18
4,209,3,315,3,4,471,47
3,1270,4,453,3,1,1206,154
3,1305,4,47,2,2,944,203
1,1833,1,41,4,2,560,657
2,2877,3,55,2,2,1468,732
2,96,1,33,4,2,64,32
2,2432,3,7,3,4,1219,1098
2,45,4,7,2,5,26,23
2,2470,3,47,3,1,1258,378
3,2789,5,9,4,4,1955,760
4,2398,4,34,2,5,2183,224
4,1257,3,63,2,3,1189,91
4,848,4,23,3,5,782,62
2,2797,2,92,3,4,1442,1301
2,2801,2,127,3,3,1467,1023
3,118,2,110,3,5,159,48
3,1275,5,9,3,3,900,268
4,167,3,134,3,1,270,9
2,2947,2,165,4,4,1556,1399
2,2941,3,23,2,1,1486,438
3,2868,3,13,3,3,2019,604
3,683,4,173,2,2,599,128
4,613,3,240,3,3,768,59
2,637,3,5,3,4,321,288
4,2847,5,559,4,1,3067,101
2,771,4,17,3,3,393,276
2,1334,1,52,3,4,693,623
4,1892,4,28,2,3,1726,135
3,175,3,59,3,3,164,49
1,9,3,1,2,3,3,4
2,438,3,271,4,3,353,249
5,213,4,69,3,3,140,99
3,2953,2,650,3,4,2521,972
2,2797,4,733,3,5,1759,1592
4,1582,3,47,4,5,1465,147
1,2976,4,12,2,4,896,1883
2,1331,5,16,3,3,671,471
4,2955,5,88,3,5,2737,215
3,2465,4,66,3,5,1770,533
3,332,2,313,4,1,452,57
4,2964,5,16,3,1,2683,89
5,1058,2,310,3,1,1231,40
3,1230,5,11,3,3,869,260
4,299,5,175,3,2,425,24
2,1554,2,13,3,4,785,704
4,1001,4,15,2,1,914,30
2,1730,3,66,3,5,897,270
3,2855,4,116,3,5,2080,266
2,1155,2,400,4,3,775,545
3,212,3,26,3,5,166,50
2,924,4,51,4,3,487,341
2,240,1,29,3,1,134,40
3,1295,3,18,4,2,916,199
3,94,3,40,3,2,93,20
2,383,3,50,3,1,216,65
4,48,4,236,3,1,255,8
4,1766,5,23,2,5,1608,54
2,2297,4,49,2,2,1171,587
5,1033,3,4,3,3,518,362
3,578,1,244,2,2,575,123
5,17,4,336,3,4,246,96
3,1945,5,17,3,5,1374,528
2,1480,4,66,3,4,773,695
4,82,5,97,3,1,161,5
3,11,3,9,3,1,14,1
3,2951,3,69,3,1,2113,272
5,2307,3,45,3,2,1647,350
1,2584,1,116,3,5,805,945
5,2393,1,1,3,1,718,503
4,1299,2,97,3,3,1254,99
3,226,5,109,4,3,234,70
3,312,2,278,3,4,413,159
3,1153,3,326,2,5,1035,399
3,741,2,124,3,4,605,233
4,2519,3,29,2,1,2295,76
5,674,3,31,2,3,635,49
2,106,3,232,4,1,169,50
4,2829,2,80,2,4,2618,262
4,871,4,128,3,4,897,91
3,2341,1,5,2,1,1637,211
3,1511,3,77,3,4,1112,428
3,295,2,28,3,4,225,88
3,2761,3,231,3,2,2098,446
2,1512,2,29,4,5,768,385
4,1810,3,176,3,3,1788,138
4,473,4,71,3,4,489,49
4,143,4,232,2,1,337,11
2,361,2,109,3,5,234,71
3,2301,3,398,3,1,1891,242
1,1438,2,71,3,4,451,951
3,823,5,267,3,3,765,227
3,423,2,82,3,3,354,105
3,1928,4,39,3,3,1381,409
4,2418,4,4,2,1,2179,72
4,49,3,86,3,5,121,4
4,387,2,35,2,1,380,12
1,1809,5,201,2,4,602,1266
2,100,2,125,3,4,112,101
3,2976,1,50,2,2,2119,454
3,1590,5,93,2,1,1177,152
3,280,3,22,3,3,211,63
5,1861,4,53,3,4,1339,517
3,930,4,289,2,3,854,255
1,965,1,153,4,4,337,703
1,1340,2,195,3,5,460,965
2,730,5,102,4,2,416,207
3,2871,1,60,5,2,2052,438
3,698,3,115,4,3,568,171
3,1702,2,161,4,4,1307,501
3,2857,2,64,3,4,2045,787
2,877,5,42,2,1,459,138
4,2419,3,356,3,4,2498,249
3,1337,5,18,2,2,948,203
4,726,1,80,3,5,725,40
4,2457,3,414,2,3,2583,201
3,289,3,396,3,1,479,61
1,2084,4,13,3,2,628,735
2,2908,1,31,3,5,1467,737
1,2784,4,58,3,5,857,992
2,2036,4,71,3,5,1053,527
2,1231,5,43,2,2,635,319
2,22,2,47,3,3,34,24
2,534,5,317,4,3,426,297
